"","species_name","range_size","aoo","sexual_system"
"2802","Aniselytron treutleri",5,10000,"hermaphroditism"
"2803","Anisodontea capensis",7,17500,"hermaphroditism"
"2804","Anisodontea malvastroides",2,5000,NA
"2805","Anisodontea triloba",18,42500,NA
"2806","Anisodus acutangulus",NA,NA,"hermaphroditism"
"2807","Anisodus carniolicoides",2,5000,"hermaphroditism"
"2808","Anisodus tanguticus",21,60000,"hermaphroditism"
"2809","Anisophyllea disticha",13,27500,NA
"2810","Anisophyllea fallax",3,7500,NA
"2811","Anisophyllea myriosticta",4,10000,NA
"2812","Anisophyllea polyneura",8,20000,NA
"2813","Anisopogon avenaceus",74,170000,NA
"2814","Anisoptera costata",34,77500,NA
"2815","Anisoptera grossivenia",NA,NA,NA
"2816","Anisoptera laevis",1,2500,NA
"2817","Anisoptera marginata",NA,NA,NA
"2818","Anisoptera megistocarpa",1,2500,NA
"2819","Anisoptera scaphula",1,2500,NA
"2820","Anisosciadium isosciadium",NA,NA,NA
"2821","Anisosciadium orientale",1,2500,NA
"2822","Anisotoma cordifolia",2,5000,NA
"2823","Anisotome aromatica",82,187500,NA
"2824","Anisotome filifolia",29,62500,NA
"2825","Anisotome flexuosa",48,120000,NA
"2826","Anisotome imbricata",35,72500,NA
"2827","Anisotome lyallii",26,50000,NA
"2828","Anisotome procumbens",10,22500,"dioecy"
"2829","Annea afzelii",24,52500,NA
"2830","Annickia chlorantha",20,47500,NA
"2831","Annickia kummerae",3,2500,NA
"2832","Annickia pilosa",1,2500,NA
"2833","Annona deceptrix",NA,NA,NA
"2834","Annona glabra",281,702500,"hermaphroditism"
"2835","Annona muricata",501,1232500,"hermaphroditism"
"2836","Annona senegalensis",449,1085000,"hermaphroditism"
"2837","Anodendron oblongifolium",10,25000,NA
"2838","Anodopetalum biglandulosum",29,62500,NA
"2839","Anonychium africanum",266,652500,NA
"2840","Anotea flavida",NA,NA,"hermaphroditism"
"2841","Anthaenantiopsis rojasiana",NA,NA,NA
"2842","Anthenantia rufa",31,65000,NA
"2843","Anthephora cristata",13,27500,NA
"2844","Anthephora elongata",NA,NA,NA
"2845","Anthephora pubescens",16,35000,NA
"2846","Antheroporum harmandii",1,2500,"hermaphroditism"
"2847","Antherotoma debilis",17,42500,NA
"2848","Antherotoma densiflora",NA,NA,NA
"2849","Antherotoma gracilis",NA,NA,NA
"2850","Antherotoma irvingiana",30,65000,NA
"2851","Antherotoma naudinii",33,75000,NA
"2852","Antherotoma phaeotricha",19,42500,NA
"2853","Anthocarapa nitidula",23,55000,NA
"2854","Anthocercis angustifolia",7,7500,NA
"2855","Anthocercis gracilis",NA,NA,NA
"2856","Anthocercis ilicifolia",11,20000,NA
"2857","Anthocercis intricata",NA,NA,NA
"2858","Anthocercis littorea",35,70000,NA
"2859","Anthocercis sylvicola",NA,NA,NA
"2860","Anthocercis viscosa",10,27500,NA
"2861","Anthochortus capensis",2,2500,NA
"2862","Anthochortus crinalis",6,15000,NA
"2863","Anthochortus ecklonii",7,15000,NA
"2864","Anthochortus graminifolius",1,2500,NA
"2865","Anthochortus insignis",2,2500,NA
"2866","Anthochortus laxiflorus",1,2500,NA
"2867","Anthochortus singularis",NA,NA,NA
"2868","Anthodiscus amazonicus",4,7500,NA
"2869","Anthodiscus peruanus",NA,NA,NA
"2870","Anthodon decussatum",3,7500,NA
"2871","Anthonotha acuminata",5,12500,NA
"2872","Anthonotha brieyi",NA,NA,NA
"2873","Anthonotha crassifolia",36,82500,NA
"2874","Anthonotha fragrans",36,82500,NA
"2875","Anthonotha gilletii",1,2500,NA
"2876","Anthonotha macrophylla",70,172500,NA
"2877","Anthonotha noldeae",NA,NA,NA
"2878","Anthonotha pynaertii",1,2500,NA
"2879","Anthopterus revolutus",NA,NA,NA
"2880","Anthopterus wardii",6,10000,NA
"2881","Anthostema madagascariense",4,7500,NA
"2882","Anthostema senegalense",26,70000,NA
"2883","Anthotroche myoporoides",NA,NA,NA
"2884","Anthotroche pannosa",6,15000,NA
"2885","Anthotroche walcottii",3,5000,NA
"2886","Anthoxanthum amarum",34,1e+05,NA
"2887","Anthoxanthum aristatum",524,1580000,"monoecy"
"2888","Anthoxanthum odoratum",3449,11537500,"monoecy"
"2889","Anthriscus caucalis",1154,3495000,"hermaphroditism"
"2890","Anthriscus cerefolium",878,2655000,NA
"2891","Anthriscus kotschyi",1,2500,NA
"2892","Anthriscus lamprocarpa",3,5000,NA
"2893","Anthriscus schmalhausenii",5,10000,NA
"2894","Anthriscus sylvestris",3625,11895000,"monoecy"
"2895","Anthurium acaule",3,7500,NA
"2896","Anthyllis aurea",7,17500,NA
"2897","Anthyllis barba-jovis",109,275000,NA
"2898","Anthyllis cytisoides",142,345000,NA
"2899","Anthyllis hamosa",35,92500,NA
"2900","Anthyllis hermanniae",71,187500,NA
"2901","Anthyllis lotoides",118,290000,NA
"2902","Anthyllis montana",221,607500,"hermaphroditism"
"2903","Anthyllis onobrychioides",19,45000,NA
"2904","Anthyllis subsimplex",1,2500,NA
"2905","Anthyllis tejedensis",13,32500,NA
"2906","Anthyllis vulneraria",2196,7165000,"hermaphroditism"
"2907","Antiaris toxicaria",155,372500,"dioecy"
"2908","Antiaropsis decipiens",10,22500,NA
"2909","Antidesma alexiteria",2,7500,NA
"2910","Antidesma bunius",34,80000,"dioecy"
"2911","Antidesma montanum",29,70000,"dioecy"
"2912","Antidesma venosum",166,390000,"dioecy"
"2913","Antinoria agrostidea",104,267500,NA
"2914","Antirrhinum australe",22,52500,NA
"2915","Antirrhinum charidemi",4,7500,NA
"2916","Antirrhinum cirrhigerum",32,77500,NA
"2917","Antirrhinum controversum",24,52500,NA
"2918","Antirrhinum graniticum",84,195000,"hermaphroditism"
"2919","Antirrhinum grosii",6,12500,NA
"2920","Antirrhinum hispanicum",44,107500,NA
"2921","Antirrhinum latifolium",84,227500,NA
"2922","Antirrhinum linkianum",14,25000,NA
"2923","Antirrhinum majus",1726,5165000,"hermaphroditism"
"2924","Antirrhinum meonanthum",40,110000,NA
"2925","Antirrhinum microphyllum",2,2500,NA
"2926","Antirrhinum molle",12,35000,NA
"2927","Antirrhinum pertegasii",4,2500,NA
"2928","Antirrhinum pulverulentum",10,27500,NA
"2929","Antirrhinum rothmaleri",2,2500,NA
"2930","Antirrhinum sempervirens",17,42500,NA
"2931","Antirrhinum siculum",54,127500,NA
"2932","Antirrhinum tortuosum",84,222500,NA
"2933","Antirrhinum valentinum",6,7500,NA
"2934","Antopetitia abyssinica",3,7500,NA
"2935","Antrocaryon amazonicum",1,2500,NA
"2936","Anubias barteri",NA,NA,"hermaphroditism"
"2937","Anzhengxia yechengnica",NA,NA,NA
"2938","Aotus ericoides",171,412500,NA
"2939","Aotus genistoides",4,10000,NA
"2940","Aotus lanigera",31,70000,NA
"2941","Aotus passerinoides",5,12500,NA
"2942","Aotus subglauca",36,70000,NA
"2943","Aotus subspinescens",54,135000,NA
"2944","Apacheria chiricahuensis",3,5000,"hermaphroditism"
"2945","Aparisthmium cordatum",61,145000,NA
"2946","Apeiba glabra",59,140000,NA
"2947","Apeiba membranacea",88,205000,NA
"2948","Apeiba petoumo",16,37500,NA
"2949","Apeiba tibourbou",180,432500,"hermaphroditism"
"2950","Apera interrupta",318,902500,"hermaphroditism"
"2951","Apera spica-venti",1232,3972500,"hermaphroditism"
"2952","Aphanamixis borneensis",NA,NA,NA
"2953","Aphanamixis polystachya",70,172500,"dioecy"
"2954","Aphananthe aspera",99,222500,"monoecy"
"2955","Aphananthe cuspidata",1,2500,"monoecy"
"2956","Aphananthe monoica",22,52500,"monoecy"
"2957","Aphananthe philippinensis",78,185000,NA
"2958","Aphandra natalia",13,32500,NA
"2959","Aphanocalyx cynometroides",1,2500,NA
"2960","Aphanocalyx heitzii",2,5000,NA
"2961","Aphanocalyx ledermannii",NA,NA,NA
"2962","Aphanocalyx microphyllus",14,32500,NA
"2963","Aphanocalyx richardsiae",NA,NA,NA
"2964","Aphanocalyx trapnellii",NA,NA,NA
"2965","Aphloia theiformis",46,107500,"hermaphroditism"
"2966","Aphragmus eschscholtziana",3,7500,"hermaphroditism"
"2967","Aphragmus hobsonii",NA,NA,"hermaphroditism"
"2968","Aphragmus nepalensis",NA,NA,NA
"2969","Aphragmus obscurus",4,12500,NA
"2970","Aphragmus ohbana",NA,NA,NA
"2971","Aphragmus oxycarpus",22,47500,"hermaphroditism"
"2972","Aphragmus serpens",NA,NA,NA
"2973","Apinagia fluitans",NA,NA,NA
"2974","Apinagia longifolia",5,12500,NA
"2975","Apinagia richardiana",4,10000,NA
"2976","Apinagia staheliana",2,5000,NA
"2977","Apinagia surumuensis",1,2500,NA
"2978","Apios americana",980,2750000,"hermaphroditism"
"2979","Apios carnea",12,27500,"hermaphroditism"
"2980","Apios fortunei",24,52500,"hermaphroditism"
"2981","Apios priceana",15,32500,"hermaphroditism"
"2982","Apium australe",262,640000,NA
"2983","Apium chilense",1,2500,NA
"2984","Apium commersonii",NA,NA,NA
"2985","Apium fernandezianum",NA,NA,NA
"2986","Apium graveolens",1392,3955000,"hermaphroditism"
"2987","Apium insulare",10,22500,NA
"2988","Apium panul",3,7500,NA
"2989","Apium prostratum",262,640000,NA
"2990","Apium sellowianum",NA,NA,NA
"2991","Aplanodes doidgeana",NA,NA,NA
"2992","Apluda mutica",53,130000,"hermaphroditism"
"2993","Apoballis acuminatissima",NA,NA,NA
"2994","Apocopis collinus",NA,NA,NA
"2995","Apocopis courtallumensis",1,2500,"monoecy"
"2996","Apocopis intermedius",NA,NA,"monoecy"
"2997","Apocopis siamensis",NA,NA,NA
"2998","Apocynum androsaemifolium",1465,4357500,"hermaphroditism"
"2999","Apocynum cannabinum",1692,4742500,"hermaphroditism"
"3000","Apodanthera ferreyrana",1,2500,NA
"3001","Apodanthera palmeri",5,12500,NA
"3002","Apodanthera sagittifolia",3,7500,NA
"3003","Apodanthera undulata",66,170000,NA
"3004","Apodiscus chevalieri",2,2500,NA
"3005","Apodostigma pallens",29,62500,NA
"3006","Apoplanesia cryptopetala",NA,NA,NA
"3007","Apoplanesia paniculata",19,37500,NA
"3008","Aporosa frutescens",1,2500,NA
"3009","Aporosa papuana",1,2500,NA
"3010","Aporosa yunnanensis",3,7500,"dioecy"
"3011","Appendicularia pullei",1,2500,NA
"3012","Appendicularia thymifolia",11,27500,NA
"3013","Apteranthes burchardii",10,22500,NA
"3014","Apteranthes europaea",28,70000,NA
"3015","Apteranthes joannis",2,2500,NA
"3016","Apteranthes munbyana",11,25000,NA
"3017","Apteranthes staintonii",NA,NA,NA
"3018","Apteranthes tuberculata",11,25000,NA
"3019","Apuleia leiocarpa",53,122500,"hermaphroditism"
"3020","Apurimacia boliviana",3,7500,NA
"3021","Apurimacia dolichocarpa",2,2500,NA
"3022","Aquilaria beccariana",NA,NA,NA
"3023","Aquilaria crassna",3,7500,NA
"3024","Aquilaria malaccensis",3,5000,NA
"3025","Aquilaria rugosa",NA,NA,NA
"3026","Aquilaria sinensis",12,25000,"hermaphroditism"
"3027","Aquilaria yunnanensis",NA,NA,"hermaphroditism"
"3028","Arabidella trisecta",101,252500,NA
"3029","Arabidopsis arenicola",7,20000,NA
"3030","Arabidopsis arenosa",1145,4130000,NA
"3031","Arabidopsis cebennensis",9,25000,NA
"3032","Arabidopsis croatica",1,2500,NA
"3033","Arabidopsis halleri",194,580000,NA
"3034","Arabidopsis lyrata",NA,NA,NA
"3035","Arabidopsis neglecta",4,7500,NA
"3036","Arabidopsis pedemontana",NA,NA,"hermaphroditism"
"3037","Arabidopsis suecica",279,850000,"hermaphroditism"
"3038","Arabidopsis thaliana",2534,8110000,"hermaphroditism"
"3039","Arabis abietina",2,5000,NA
"3040","Arabis aculeolata",4,10000,"hermaphroditism"
"3041","Arabis allionii",18,35000,"hermaphroditism"
"3042","Arabis alpina",811,2677500,"hermaphroditism"
"3043","Arabis androsacea",NA,NA,NA
"3044","Arabis armena",2,5000,NA
"3045","Arabis aubrietioides",NA,NA,NA
"3046","Arabis aucheri",6,15000,NA
"3047","Arabis auriculata",327,915000,"hermaphroditism"
"3048","Arabis axilliflora",NA,NA,"hermaphroditism"
"3049","Arabis beirana",2,2500,NA
"3050","Arabis bijuga",8,17500,"hermaphroditism"
"3051","Arabis blepharophylla",8,22500,"hermaphroditism"
"3052","Arabis brachycarpa",1,2500,"hermaphroditism"
"3053","Arabis bryoides",2,5000,NA
"3054","Arabis caerulea",48,130000,"hermaphroditism"
"3055","Arabis carduchorum",2,5000,NA
"3056","Arabis caucasica",202,532500,"hermaphroditism"
"3057","Arabis ciliata",134,372500,"hermaphroditism"
"3058","Arabis collina",139,337500,"hermaphroditism"
"3059","Arabis cretica",NA,NA,NA
"3060","Arabis crucisetosa",1,2500,"hermaphroditism"
"3061","Arabis cypria",2,5000,NA
"3062","Arabis deflexa",1,2500,NA
"3063","Arabis doumetii",NA,NA,NA
"3064","Arabis erikii",NA,NA,NA
"3065","Arabis erubescens",NA,NA,NA
"3066","Arabis eschscholtziana",23,62500,"hermaphroditism"
"3067","Arabis flagellosa",7,15000,"hermaphroditism"
"3068","Arabis furcata",2,2500,"hermaphroditism"
"3069","Arabis georgiana",2,5000,"hermaphroditism"
"3070","Arabis hirsuta",1340,4442500,"hermaphroditism"
"3071","Arabis ionocalyx",NA,NA,NA
"3072","Arabis juressi",21,52500,NA
"3073","Arabis kennedyae",1,2500,NA
"3074","Arabis mcdonaldiana",2,5000,"hermaphroditism"
"3075","Arabis modesta",2,5000,"hermaphroditism"
"3076","Arabis mollis",NA,NA,NA
"3077","Arabis montbretiana",99,270000,NA
"3078","Arabis nepetifolia",NA,NA,NA
"3079","Arabis nordmanniana",6,12500,NA
"3080","Arabis nova",99,270000,"hermaphroditism"
"3081","Arabis nuristanica",NA,NA,NA
"3082","Arabis nuttallii",5,10000,NA
"3083","Arabis olympica",1,2500,"hermaphroditism"
"3084","Arabis oregana",3,5000,"hermaphroditism"
"3085","Arabis ottonis-schulzii",NA,NA,NA
"3086","Arabis paniculata",4,10000,"hermaphroditism"
"3087","Arabis parvula",38,1e+05,NA
"3088","Arabis patens",9,20000,NA
"3089","Arabis planisiliqua",336,922500,"hermaphroditism"
"3090","Arabis procurrens",72,192500,"hermaphroditism"
"3091","Arabis pubescens",1,2500,NA
"3092","Arabis pumila",50,145000,"hermaphroditism"
"3093","Arabis purpurea",2,5000,NA
"3094","Arabis pycnocarpa",74,195000,NA
"3095","Arabis rosea",139,337500,NA
"3096","Arabis sagittata",517,1470000,"hermaphroditism"
"3097","Arabis scabra",105,275000,"hermaphroditism"
"3098","Arabis scopoliana",3,7500,"hermaphroditism"
"3099","Arabis serpillifolia",75,187500,NA
"3100","Arabis serrata",26,72500,"hermaphroditism"
"3101","Arabis soyeri",62,165000,NA
"3102","Arabis stelleri",107,287500,"hermaphroditism"
"3103","Arabis stellulata",31,80000,"hermaphroditism"
"3104","Arabis stenocarpa",63,162500,NA
"3105","Arabis subflava",NA,NA,NA
"3106","Arabis tianschanica",1,2500,NA
"3107","Arabis verna",154,395000,"hermaphroditism"
"3108","Arachis appressipila",10,20000,NA
"3109","Arachis archeri",7,15000,NA
"3110","Arachis batizocoi",12,27500,NA
"3111","Arachis benensis",6,10000,NA
"3112","Arachis burchellii",63,162500,NA
"3113","Arachis burkartii",58,125000,NA
"3114","Arachis cardenasii",15,32500,NA
"3115","Arachis chiquitana",4,10000,NA
"3116","Arachis correntina",14,40000,"hermaphroditism"
"3117","Arachis dardani",50,130000,NA
"3118","Arachis diogoi",16,37500,NA
"3119","Arachis douradiana",7,20000,NA
"3120","Arachis duranensis",47,125000,NA
"3121","Arachis glabrata",146,375000,"hermaphroditism"
"3122","Arachis glandulifera",9,20000,"hermaphroditism"
"3123","Arachis gracilis",7,17500,NA
"3124","Arachis gregoryi",6,10000,NA
"3125","Arachis guaranitica",10,20000,NA
"3126","Arachis hatschbachii",7,17500,NA
"3127","Arachis hermannii",7,15000,NA
"3128","Arachis hypogaea",1931,4795000,"hermaphroditism"
"3129","Arachis kuhlmannii",29,75000,NA
"3130","Arachis lignosa",4,10000,"hermaphroditism"
"3131","Arachis linearifolia",2,5000,NA
"3132","Arachis magna",14,32500,NA
"3133","Arachis major",25,57500,NA
"3134","Arachis monticola",7,15000,NA
"3135","Arachis oteroi",25,57500,NA
"3136","Arachis palustris",6,12500,NA
"3137","Arachis paraguariensis",21,42500,NA
"3138","Arachis prostrata",97,230000,"hermaphroditism"
"3139","Arachis pseudovillosa",19,40000,NA
"3140","Arachis pusilla",116,272500,NA
"3141","Arachis repens",62,150000,NA
"3142","Arachis rigonii",4,10000,NA
"3143","Arachis setinervosa",6,12500,NA
"3144","Arachis valida",5,12500,NA
"3145","Arachis villosa",31,77500,NA
"3146","Arafoe aromatica",4,5000,NA
"3147","Arapatiella emarginata",NA,NA,NA
"3148","Arapatiella psilophylla",NA,NA,NA
"3149","Araujia angustifolia",45,102500,NA
"3150","Araujia odorata",123,295000,NA
"3151","Araujia plumosa",1,2500,NA
"3152","Araujia sericifera",749,1947500,"hermaphroditism"
"3153","Arbutus canariensis",19,35000,"hermaphroditism"
"3154","Arbutus menziesii",140,410000,"hermaphroditism"
"3155","Archeria combrei",NA,NA,NA
"3156","Archeria hirtella",16,32500,NA
"3157","Archidendron borneense",NA,NA,NA
"3158","Archidendron bubalinum",2,5000,NA
"3159","Archidendron chevalieri",NA,NA,"hermaphroditism"
"3160","Archidendron clypearia",38,97500,"hermaphroditism"
"3161","Archidendron cockburnii",NA,NA,NA
"3162","Archidendron eberhardtii",NA,NA,"hermaphroditism"
"3163","Archidendron ellipticum",1,2500,"hermaphroditism"
"3164","Archidendron glabrum",1,2500,NA
"3165","Archidendron glomeriflorum",NA,NA,NA
"3166","Archidendron grandiflorum",47,115000,NA
"3167","Archidendron jiringa",7,15000,NA
"3168","Archidendron kanisii",1,2500,NA
"3169","Archidendron kerrii",NA,NA,"hermaphroditism"
"3170","Archidendron lucidum",27,70000,"hermaphroditism"
"3171","Archidendron lucyi",26,57500,NA
"3172","Archidendron ptenopum",3,5000,NA
"3173","Archidendron quocense",NA,NA,NA
"3174","Archidendron robinsonii",NA,NA,"hermaphroditism"
"3175","Archidendron scutiferum",NA,NA,NA
"3176","Archidendron triplinervium",NA,NA,NA
"3177","Archidendron utile",NA,NA,"hermaphroditism"
"3178","Archidendropsis fournieri",3,7500,NA
"3179","Archidendropsis granulosa",NA,NA,NA
"3180","Archirhodomyrtus beckleri",48,1e+05,NA
"3181","Archirhodomyrtus turbinata",4,10000,NA
"3182","Archontophoenix alexandrae",78,195000,NA
"3183","Archontophoenix cunninghamiana",116,302500,NA
"3184","Archontophoenix maxima",1,2500,NA
"3185","Archontophoenix myolensis",NA,NA,NA
"3186","Archontophoenix purpurea",1,2500,NA
"3187","Archontophoenix tuckeri",2,5000,NA
"3188","Archytaea triflora",2,5000,NA
"3189","Arcoa gonavensis",2,2500,NA
"3190","Arctagrostis latifolia",NA,NA,NA
"3191","Arctostaphylos pungens",238,560000,"hermaphroditism"
"3192","Arctous alpina",NA,NA,NA
"3193","Arctous rubra",NA,NA,NA
"3194","Arcuatopterus thalictrioideus",NA,NA,NA
"3195","Arcyosperma primulifolium",5,12500,NA
"3196","Arcytophyllum aristatum",1,2500,NA
"3197","Arcytophyllum capitatum",2,5000,NA
"3198","Arcytophyllum ciliolatum",NA,NA,NA
"3199","Arcytophyllum ericoides",NA,NA,NA
"3200","Arcytophyllum filiforme",7,15000,NA
"3201","Arcytophyllum lavarum",4,10000,NA
"3202","Arcytophyllum macbridei",NA,NA,NA
"3203","Arcytophyllum muticum",26,62500,NA
"3204","Arcytophyllum nitidum",36,70000,NA
"3205","Arcytophyllum rivetii",3,5000,NA
"3206","Arcytophyllum setosum",9,22500,NA
"3207","Arcytophyllum thymifolium",21,45000,"hermaphroditism"
"3208","Arcytophyllum vernicosum",5,10000,NA
"3209","Areca abdulrahmanii",NA,NA,NA
"3210","Areca ahmadii",NA,NA,NA
"3211","Areca andersonii",NA,NA,NA
"3212","Areca arundinacea",NA,NA,NA
"3213","Areca bakeri",NA,NA,NA
"3214","Areca brachypoda",NA,NA,NA
"3215","Areca caliso",NA,NA,NA
"3216","Areca camarinensis",NA,NA,NA
"3217","Areca catechu",149,355000,"hermaphroditism"
"3218","Areca chaiana",NA,NA,NA
"3219","Areca churchii",NA,NA,NA
"3220","Areca concinna",1,2500,NA
"3221","Areca congesta",NA,NA,NA
"3222","Areca costulata",NA,NA,NA
"3223","Areca dayung",NA,NA,NA
"3224","Areca dransfieldii",NA,NA,NA
"3225","Areca furcata",1,2500,NA
"3226","Areca gurita",NA,NA,NA
"3227","Areca hutchinsoniana",NA,NA,NA
"3228","Areca insignis",1,2500,NA
"3229","Areca ipot",NA,NA,NA
"3230","Areca jugahpunya",NA,NA,NA
"3231","Areca kinabaluensis",NA,NA,NA
"3232","Areca klingkangensis",NA,NA,NA
"3233","Areca laosensis",NA,NA,NA
"3234","Areca ledermanniana",NA,NA,NA
"3235","Areca macrocalyx",16,35000,NA
"3236","Areca mandacanii",NA,NA,NA
"3237","Areca minuta",NA,NA,NA
"3238","Areca mogeana",NA,NA,NA
"3239","Areca montana",NA,NA,NA
"3240","Areca novohibernica",4,7500,NA
"3241","Areca oxycarpa",1,2500,NA
"3242","Areca parens",NA,NA,NA
"3243","Areca rheophytica",NA,NA,NA
"3244","Areca ridleyana",NA,NA,NA
"3245","Areca riparia",NA,NA,NA
"3246","Areca songthanhensis",NA,NA,NA
"3247","Areca subacaulis",NA,NA,NA
"3248","Areca triandra",10,25000,"hermaphroditism"
"3249","Areca triginticollina",NA,NA,NA
"3250","Areca tunku",NA,NA,NA
"3251","Areca vestiaria",2,5000,NA
"3252","Areca vidaliana",NA,NA,NA
"3253","Areca whitfordii",NA,NA,NA
"3254","Aremonia agrimonoides",131,327500,"hermaphroditism"
"3255","Arenga australasica",4,7500,NA
"3256","Arenga brevipes",3,7500,NA
"3257","Arenga caudata",1,2500,"monoecy"
"3258","Arenga distincta",NA,NA,NA
"3259","Arenga engleri",35,80000,"monoecy"
"3260","Arenga hastata",NA,NA,NA
"3261","Arenga hookeriana",2,5000,NA
"3262","Arenga listeri",1,2500,NA
"3263","Arenga longicarpa",NA,NA,"monoecy"
"3264","Arenga longipes",NA,NA,NA
"3265","Arenga micrantha",NA,NA,"monoecy"
"3266","Arenga microcarpa",29,55000,NA
"3267","Arenga mindorensis",NA,NA,NA
